 Locality,Type_of_property,Subtype_of_property,Price,Type_of_sale,Number_of_rooms,Area,Kitchen_type,Furnished,Open_fire,Terasse,Garden,Surface_of_land,Surface_plot_land,Number_of_facades,Swimming_pool,Building_condition
Huy,House,House,149000,,2,134,Semi equipped,No,0,0,0,,,2,0,Just renovated
Jemeppe-sur-Meuse,House,House,149900,,2,158,Semi equipped,No,0,0,200,,,3,0,Good
Charleroi Gosselies,House,Apartment block,149900,,4,125,Installed,Yes,0,0,0,60,125,3,0,To be done up
Dour Elouges,House,House,152500,,2,125,Installed,No,0,0,275,342,100,4,0,Good
Seraing,House,House,155000,,2,80,Installed,No,0,0,160,251,73,2,0,To be done up
Ronse,House,House,169500,,2,90,,No,0,0,0,120,,,0,
Jemeppe-sur-Sambre,House,House,170000,,3,115,Installed,No,0,0,0,226,,2,0,Good
Geer Hollognesur-Geer,House,House,175000,,4,239,Semi equipped,No,0,0,1050,1250,121,3,0,To renovate
Waremme,House,Apartment block,179000,,2,108,Semi equipped,No,0,0,0,60,60,2,0,To be done up
Rochefort,House,House,180000,,4,187,Installed,No,2,0,615,802,,2,0,Good
Wanfercée-Baulet,House,House,180000,,5,157,Semi equipped,No,0,0,535,650,115,2,0,To renovate
Chapelle-lez-Herlaimont,House,House,180000,,3,114,USA installed,No,0,0,200,426,114,3,0,Good
Lessines,House,House,182000,,3,140,Installed,No,0,0,0,220,,3,0,To be done up
Vivegnis,House,House,189000,,2,75,Installed,No,0,0,100,164,,2,0,Just renovated
Gent,House,House,189000,,2,75,Semi equipped,No,0,0,0,41,,2,0,Good
Piéton,House,House,189900,,3,149,Installed,No,0,0,75,140,65,2,0,Just renovated
Quaregnon Wasmuel,House,House,190000,,2,125,Semi equipped,No,0,0,0,189,85,3,0,As new
Eeklo,House,House,195000,,3,159,Semi equipped,No,0,0,0,103,78,2,0,To be done up
Bornem,House,House,199000,,2,153,Semi equipped,No,0,0,440,625,,3,0,To renovate
Gingelom Jeuk,House,House,199000,,3,268,,No,0,0,430,6,170,2,0,Good
Frasnes-lez-Anvaing,House,House,199000,,6,198,Hyper equipped,No,0,0,150,239,1,2,0,Good
Verviers Ensival,House,Town-house,199900,,3,144,Installed,No,0,0,180,300,70,2,0,As new
Pont-a-Celles,House,Mixed-use building,199900,,4,224,Installed,No,0,0,0,223,200,2,0,Good
Fleurus,House,House,200000,,3,,Not installed,No,0,0,0,85,,4,0,Good
Wilrijk,House,House,210000,,2,76,Semi equipped,No,0,0,0,54,,2,0,Good
Nieuwerkerken,House,House,215000,,2,154,Semi equipped,No,0,0,0,234,,3,0,To renovate
Ronse,House,House,219500,,3,200,Hyper equipped,No,0,0,200,315,110,2,0,Good
Puurs Sint-Amands,House,House,220000,,3,181,Not installed,No,0,0,113,244,,3,0,To renovate
Charleroi Lodelinsart,House,House,220000,,3,148,Installed,No,0,0,150,218,,3,0,Just renovated
Tienen,House,House,225000,,4,240,Installed,Yes,0,0,0,143,,3,0,To renovate
Bleret,House,House,235000,,2,108,Semi equipped,No,0,0,358,430,72,2,0,Good
Waremme,House,House,235000,,2,103,Semi equipped,No,0,0,287,347,60,2,0,Good
Saint-Nicolas,House,Mixed-use building,239000,,2,200,Not installed,No,0,0,280,420,,4,0,Good
Charleroi,House,House,245000,,5,210,Installed,No,0,0,0,111,,3,0,As new
Kapellen,House,House,249000,,1,99,,No,0,0,1161,1161,,4,0,Good
Liege,House,House,249000,,4,130,Installed,No,0,0,90,230,130,2,0,As new
Herstal,House,House,249000,,3,120,,No,0,0,300,740,,2,0,Good
Wonck,House,House,249000,,3,202,Hyper equipped,No,0,0,80,241,,2,0,Good
Profondeville Rivière,House,House,249000,,3,130,Semi equipped,No,0,0,1956,2146,88,4,0,Good
Gozée,House,Apartment block,250000,,4,586,Not installed,No,0,0,1000,1270,586,2,0,To be done up
Gozée,House,House,250000,,4,586,Not installed,No,0,0,1000,1270,586,2,0,To be done up
Ronse,House,House,252000,,4,200,Hyper equipped,No,0,0,80,228,70,3,0,Good
Ans Xhendremael,House,House,255000,,3,170,Semi equipped,No,0,0,200,435,80,3,0,Good
Aalst Erembodegem,House,House,259000,,3,156,Semi equipped,No,0,0,250,358,91,2,0,Good
Tienen,House,House,260000,,2,183,Installed,No,0,0,0,225,,2,0,
Mouscron,House,House,269000,,6,253,Semi equipped,No,0,0,0,270,,2,0,To renovate
Havelange,House,House,270000,,3,135,Not installed,No,0,0,25000,25000,,4,0,To renovate
Jauche,House,House,274000,,4,428,Installed,No,0,0,835,1085,250,3,0,Good
Grace-Hollogne,House,House,274000,,3,165,USA installed,No,0,0,85,218,,2,0,Good
GRÂCE-HOLLOGNE,House,Bungalow,275000,,3,125,Semi equipped,No,1,0,1446,1571,,4,0,To be done up
Zulte,House,House,275000,,4,,Installed,No,0,0,0,182,,3,0,Good
Huy,House,Apartment block,279000,,7,209,Semi equipped,No,0,0,0,,,2,0,Good
JEMEPPE,House,House,279500,,4,150,Installed,No,0,0,0,212,,2,0,Good
Affligem,House,House,280000,,3,157,Installed,No,0,0,300,440,113,3,0,To be done up
Locality,Type_of_property,Subtype_of_property,Price,Type_of_sale,Number_of_rooms,Area,Kitchen_type,Furnished,Open_fire,Terasse,Garden,Surface_of_land,Surface_plot_land,Number_of_facades,Swimming_pool,Building_condition
Ronse,House,House,229500,,4,173,Installed,No,0,0,85,190,80,2,0,As new
Ronse,House,House,239900,,4,186,Hyper equipped,No,0,0,20,133,90,2,0,Just renovated
Laeken,House,House,690000,,5,283,Semi equipped,No,0,0,650,780,,2,0,To renovate
Anderlecht,House,House,699000,,6,370,Hyper equipped,No,1,0,80,185,,2,0,To renovate
Anderlecht,House,House,390000,,4,145,Installed,No,0,0,0,95,80,3,0,Good
Anderlecht,House,House,399000,,3,170,Semi equipped,No,0,0,110,183,87,2,0,Good
Woluwe-Saint-Lambert,House,House,625000,,4,195,Installed,No,0,0,40,135,245,2,0,Good
Ronse,House,House,169000,,3,135,Installed,Yes,0,0,60,170,65,2,0,Good
Villersle-Bouillet Warnant-Dreye,House,House,275000,,3,150,Installed,No,0,0,240,391,104,3,0,Good
Leuven,House,House,350000,,3,104,Installed,Yes,0,0,0,49,,2,0,Good
Sint-Pieters-Leeuw,House,House,550000,,5,315,USA hyper equipped,No,0,0,450,523,317,3,0,As new
Opwijk,House,House,305000,,2,145,USA installed,No,0,0,0,255,,2,0,As new
Halle,House,House,459000,,3,203,Semi equipped,No,0,0,755,755,,4,0,Good
Oostduinkerke,House,Villa,499000,,3,180,Installed,No,0,0,0,351,,4,0,Good
Braine-l'Alleud,House,House,250000,,2,85,Hyper equipped,No,0,0,400,238,,3,0,Good
Huy,House,Mansion,239000,,5,177,USA installed,No,0,0,1000,1100,75,3,0,To be done up
Etterbeek,House,House,520000,,3,140,USA hyper equipped,No,0,0,0,122,122,2,0,As new
Forest,House,House,550000,,4,173,Installed,No,0,0,35,80,,2,0,Just renovated
Laeken,House,Apartment block,750000,,6,320,Installed,No,0,0,0,80,,2,0,Good
Molenbeek-Saint-Jean,House,Apartment block,750000,,6,320,Installed,No,0,0,0,80,,2,0,Good
Ronse,House,House,179000,,2,145,Hyper equipped,No,0,0,0,140,80,2,0,Good
Uccle,House,House,475000,,3,160,Installed,No,0,0,120,170,,2,0,To renovate
Dilbeek,House,House,,New price,4,210,Not installed,No,0,0,0,695,,4,0,To renovate
Ninove,House,House,425000,,3,190,Hyper equipped,No,0,0,0,472,,4,0,As new
Laeken,House,House,475000,,4,175,Semi equipped,No,0,0,150,259,,2,0,To be done up
Sint-Pieters-Woluwe,House,House,695000,,4,165,Installed,No,0,0,70,289,,3,0,To be done up
Brugge,House,Mansion,1670000,,6,430,Hyper equipped,No,2,0,150,405,,2,0,As new
Temse,House,House,995000,,5,465,Hyper equipped,No,0,0,0,2317,,4,0,Good
NOSSEGEM,House,Mansion,419000,,3,220,USA hyper equipped,No,1,0,380,570,,3,0,Good
NOSSEGEM,House,House,419000,,3,220,USA hyper equipped,No,1,0,380,570,,3,0,Good
Woluwe-Saint-Lambert,House,Apartment block,460000,,4,165,Not installed,No,0,0,38,130,,2,0,To renovate
Brecht,House,Villa,649000,,3,212,Installed,No,1,0,1014,1207,,4,0,As new
Huy,House,House,,New price,6,400,Semi equipped,No,0,0,300,160,,2,0,To be done up
Woluwe-Saint-Lambert,House,House,460000,,4,165,Not installed,No,0,0,38,130,,2,0,To renovate
Woluwe-Saint-Pierre,House,House,990000,New build,6,485,Hyper equipped,No,0,0,0,251,143,2,0,As new
Huy,House,Bungalow,195000,New build,2,100,Semi equipped,No,0,0,0,489,,4,0,As new
Rochefort,House,Villa,325000,,4,290,Installed,No,0,0,1438,1600,,4,0,Good
Ninove,House,Mansion,550000,,5,275,Installed,No,0,0,0,373,,2,0,Good
Bruxelles,House,Apartment block,895000,,5,250,Hyper equipped,Yes,0,0,0,250,,2,0,As new
Liege,House,House,245000,,4,185,Semi equipped,No,0,0,0,470,120,2,0,To be done up
Limal,House,House,480000,,3,130,Hyper equipped,No,0,0,450,816,,4,0,As new
Desselgem,House,House,299900,,3,170,Installed,No,0,0,0,239,,,0,Good
Desselgem,House,House,299900,,3,170,Installed,No,0,0,0,239,,,0,Good
Liège Grivegnée,House,House,185000,,3,108,Installed,No,0,0,0,70,70,2,0,Good
Wavre,House,Villa,365000,,3,110,Installed,No,0,0,555,620,73,4,0,Good
Wezembeek-Oppem,House,House,475000,,3,153,USA hyper equipped,No,0,0,130,182,155,2,0,To be done up
Liedekerke,House,House,449000,,3,234,Hyper equipped,No,0,0,0,351,88,3,0,As new
Etterbeek,House,Apartment block,1065000,,7,290,Installed,No,0,0,20,105,,2,0,To be done up
Bruxelles,House,House,699000,,4,258,Installed,No,0,0,198,260,62,2,0,Good
Faimes,House,House,250000,,2,120,USA semi equipped,No,0,0,150,262,60,4,0,Just renovated
HOUTAIN-SAINT-SIMÉON,House,Villa,359000,,4,121,Semi equipped,No,0,0,210,581,,4,0,Just renovated
Saint-Georgessur-Meuse Stockay,House,House,410000,,4,213,Installed,No,0,0,2000,2064,,4,0,As new
SINT-PIETERS-LEEUW,House,House,285000,,3,131,Installed,No,0,0,0,75,,2,0,Good
Ruisbroek,House,House,285000,,3,131,Installed,No,0,0,0,75,,2,0,Good
Lennik,House,House,379000,,3,120,Semi equipped,No,0,0,2716,1,,4,0,To be done up
Wilrijk,House,House,449000,,4,180,Hyper equipped,No,0,0,0,202,,2,0,Just renovated
Berchem-Sainte-Agathe,House,House,399000,,3,170,USA installed,No,0,0,100,230,,3,0,Good
Bruxelles,House,Mansion,4600000,,5,450,Hyper equipped,No,0,0,0,251,,3,0,As new
Grandglise,House,House,185000,,2,183,Semi equipped,No,0,0,0,1090,,3,0,To be done up
Tienen,House,House,215000,,4,240,Installed,No,0,0,0,143,,2,0,Just renovated
Tienen,House,Mixed-use building,215000,,4,240,Installed,No,0,0,0,143,,2,0,Just renovated
Wielsbeke,House,Villa,430000,,3,250,Semi equipped,No,0,0,0,800,,4,0,Good
Wielsbeke,House,Villa,430000,,3,250,Semi equipped,No,0,0,0,800,,4,0,Good
TISSELT,House,House,,New price,5,170,Semi equipped,No,0,0,255,969,,4,0,To renovate
Molenbeek-Saint-Jean,House,House,695000,,5,250,Not installed,No,0,0,15,95,250,2,0,Good
Ronse,House,House,259500,New build,4,152,Not installed,No,0,0,149,216,52,2,0,As new
Amay Ampsin,House,House,209000,,3,120,Hyper equipped,No,0,0,250,349,80,3,0,As new
Herstal,House,House,249000,,3,124,Hyper equipped,No,0,0,165,185,,2,0,Good
Wolvertem,House,Villa,499000,,4,185,USA installed,No,0,0,0,651,,4,0,Good
Meise,House,Exceptional property,579000,,4,266,USA installed,No,0,0,140,302,,2,0,Good
Meise,House,Villa,695000,,4,185,USA hyper equipped,No,1,0,0,567,,4,0,Good
Woluwe-Saint-Pierre,House,Exceptional property,1875000,New build,5,551,USA hyper equipped,No,0,0,450,620,551,4,0,As new
Seraing Jemeppe-sur-Meuse,House,House,250000,,4,172,Installed,No,0,0,349,603,128,3,0,Good
Comblain-au-Pont,House,House,280000,,3,240,USA hyper equipped,No,0,0,409,695,,2,0,Good
Nandrin,House,House,445000,,4,225,Installed,No,1,0,1103,1278,,4,0,As new
OCQUIER,House,House,159500,,2,90,Semi equipped,No,0,0,0,439,,4,0,To be done up
Huy,House,House,325000,,4,185,Installed,No,0,0,313,413,,2,0,Good
Dilbeek Sint-Martens-Bodegem,House,Country house,699000,,3,199,Installed,No,0,0,0,1728,,4,0,Good
Nivelles,House,House,300000,,3,118,Hyper equipped,No,1,0,600,794,,4,0,To be done up
Herzele,House,Villa,435000,,4,290,Installed,No,0,0,0,1604,,4,0,To be done up
Kalmthout,House,Villa,635000,,4,275,USA installed,No,1,0,0,1999,,4,0,Good
Saint-Hubert,House,Mixed-use building,89000,,3,180,Not installed,No,0,0,0,96,96,2,0,To renovate
Comblain-au-Pont,House,House,110000,,2,69,Not installed,No,0,0,80,144,,2,0,To renovate
Flémalle Flémalle-Haute,House,House,115000,,1,90,Installed,No,0,0,0,70,,2,0,Good
Ans,House,House,115000,,3,125,Not installed,No,0,0,0,77,,2,0,To renovate
Liège Grivegnée,House,Mixed-use building,129000,,3,156,Not installed,No,0,0,0,71,67,2,0,To be done up
Liege,House,Town-house,130000,,2,129,Not installed,No,0,0,0,91,91,2,0,To renovate
Arbrefontaine,House,House,135000,,3,124,Not installed,No,0,0,0,203,67,3,0,To be done up
Ronse,House,House,139000,,2,130,Installed,No,0,0,0,50,50,2,0,Good
Ronse,House,House,149000,,3,150,Not installed,No,0,0,20,90,70,2,0,To be done up
Ronse,House,House,159000,,5,207,Installed,No,0,0,0,160,140,2,0,To renovate
Liège,House,House,160000,,4,165,Not installed,No,0,0,96,183,,3,0,To renovate
Awans,House,House,169000,,3,120,Not installed,No,0,0,280,484,105,2,0,To renovate
Ans,House,House,175000,,2,84,Not installed,No,0,0,90,178,70,4,0,To renovate
Awans,House,House,179000,,2,100,Installed,No,0,0,177,260,,2,0,Good
GrÃce-Hollogne,House,House,179000,,3,150,Hyper equipped,No,0,0,0,134,98,3,0,Good
Ronse,House,House,179900,,4,140,Installed,No,0,0,0,70,70,2,0,Just renovated
Verviers Ensival,House,House,180000,,5,200,Installed,No,0,0,122,215,87,2,0,Good
Ronse,House,House,189000,,2,162,Installed,No,0,0,50,170,70,2,0,Good
Ronse,House,Mixed-use building,195000,,4,201,Not installed,No,0,0,105,370,265,2,0,To renovate
Ronse,House,House,199900,,3,162,Hyper equipped,No,0,0,0,94,70,2,0,Just renovated
Aywaille,House,Mixed-use building,209000,,5,208,Semi equipped,No,0,0,0,209,,3,0,To renovate
Aywaille,House,House,209000,,5,208,Semi equipped,No,0,0,0,209,,3,0,To renovate
Ronse,House,Mansion,220000,,3,189,Installed,No,0,0,75,231,122,2,0,To be done up
Villers-le-Bouillet,House,Bungalow,235000,,3,140,Semi equipped,No,0,0,1300,1423,100,4,0,To renovate
Chaudfontaine,House,House,239000,,5,250,Semi equipped,No,0,0,200,296,100,3,0,Good
GRÂCE-HOLLOGNE,House,House,239000,,3,175,Installed,No,0,0,175,440,,4,0,Just renovated
Liege,House,Apartment block,,New price,3,185,Semi equipped,No,0,0,0,470,120,2,0,To be done up
Saint-Nicolas Montegnée,House,House,245000,,3,116,USA hyper equipped,No,0,0,120,177,58,2,0,As new
Waremme,House,House,250000,,3,140,USA hyper equipped,No,0,0,150,333,75,2,0,Just renovated
Gembloux,House,House,250000,,2,81,Semi equipped,No,1,0,400,633,,3,0,To be done up
Molenbeek-Saint-Jean,House,Apartment block,275000,,8,270,Semi equipped,No,0,0,0,76,63,2,0,To restore
Tienen,House,House,275000,,3,112,Installed,No,0,0,130,195,,2,0,Just renovated
Rixensart,House,House,285000,,3,115,Installed,No,0,0,0,164,72,3,0,Good
Huy,House,Mixed-use building,289000,,3,322,Semi equipped,No,0,0,400,492,144,3,0,Good
Rouvroy Lamorteau,House,House,295000,,3,122,Semi equipped,No,0,0,1633,1634,,4,0,Good
Libramont-Chevigny,House,House,295000,,5,460,Semi equipped,No,0,0,0,321,,2,0,To be done up
Ronse,House,Mansion,295000,,5,261,Installed,No,0,0,66,279,198,3,0,Good
BAS-OHA,House,House,309000,,5,170,Semi equipped,No,0,0,600,891,,4,0,Good
BAS-OHA,House,Villa,309000,,5,170,Semi equipped,No,0,0,600,891,,4,0,Good
Neupré Rotheux-Rimière,House,House,310000,,3,108,Installed,No,0,0,2730,2815,,4,0,To be done up
Saint-Georges-sur-Meuse,House,House,335000,,4,140,Hyper equipped,No,0,0,1300,2013,113,4,0,To be done up
Namur,House,House,335000,,3,282,Semi equipped,No,0,0,11002,1100,,4,0,Good
Ronse,House,Villa,349000,,4,186,Hyper equipped,No,0,0,485,992,220,4,0,Good
Braine-l'Alleud,House,House,350000,,4,207,Installed,No,0,0,490,585,,3,0,Good
Tubize,House,House,378000,,4,210,Semi equipped,No,0,0,850,968,100,3,0,Good
Waremme,House,Mansion,380000,,3,165,Installed,No,0,0,270,440,150,4,0,Good
Dilbeek,House,Town-house,395000,,4,220,Hyper equipped,No,0,0,200,320,220,2,0,To be done up
Leuven,House,House,395000,,3,104,Installed,Yes,0,0,0,49,,2,0,Good
Huy,House,Apartment block,395000,,5,400,Hyper equipped,No,0,0,366,603,186,4,0,As new
Huy,House,Exceptional property,395000,,5,400,Hyper equipped,No,0,0,366,603,186,4,0,As new
Seneffe,House,House,395000,,4,380,Hyper equipped,No,0,0,2955,3145,351,4,0,Good
Anderlecht,House,Apartment block,399000,,3,190,USA hyper equipped,No,0,0,0,50,46,2,0,Good
Aarschot Rillaar,House,House,400000,,6,293,Hyper equipped,No,0,0,0,1023,,4,0,Good
Sint-Pieters-Leeuw,House,House,410000,,2,130,USA hyper equipped,Yes,0,0,70,250,62,3,0,As new
Kortenberg,House,House,415000,,4,177,Installed,No,0,0,0,612,,3,0,Good
Bonheiden,House,House,425000,,4,182,USA hyper equipped,No,0,0,117,175,,2,0,As new
Grimbergen Strombeek-Bever,House,Town-house,430000,,4,155,USA hyper equipped,No,0,0,50,170,160,2,0,Just renovated
Martelange,House,Mixed-use building,445000,,4,481,Installed,No,0,0,0,685,,3,0,To be done up
Wezembeek-Oppem,House,House,449000,,2,168,Semi equipped,No,0,0,0,625,,3,0,To renovate
FIZE-FONTAINE,House,House,449000,,4,330,Installed,No,1,0,450,893,,2,0,As new
Silly,House,Villa,449000,,4,220,Installed,No,0,0,950,1150,,4,0,As new
Forest,House,Mixed-use building,450000,,2,220,Installed,No,0,0,60,193,200,2,0,As new
Ninove,House,Villa,460000,,4,225,Installed,No,0,0,0,1635,,4,0,Good
Ittre,House,House,465000,,5,225,USA hyper equipped,No,0,0,400,601,,2,0,As new
Tubize,House,House,465000,,5,225,USA hyper equipped,No,0,0,400,601,,2,0,As new
Watermael-Boitsfort,House,House,470000,,3,130,Hyper equipped,No,0,0,30,83,,2,0,Good
Ophain-Bois-Seigneur-Isaac,House,House,475000,,5,170,Installed,No,1,0,400,710,,4,0,Good
Wavre,House,Villa,490000,,3,178,Installed,No,1,0,600,948,,4,0,Good
Rosières,House,Villa,495000,,4,170,Installed,No,0,0,0,740,110,4,0,To renovate
Rhode-Saint-Genèse,House,House,495000,,3,185,Semi equipped,No,0,0,562,635,192,2,0,Just renovated
Laeken,House,House,539000,,6,390,Installed,Yes,0,0,346,386,,2,0,To renovate
Woluwe-Saint-Lambert,House,House,540000,,4,225,Not installed,No,0,0,240,319,,3,0,To renovate
Ternat,House,Exceptional property,549000,,3,221,USA hyper equipped,No,0,0,283,420,,4,0,Good
Ronse,House,House,620000,,4,393,Hyper equipped,No,1,0,434,569,,2,0,Good
Dilbeek,House,Town-house,625000,,4,275,Hyper equipped,No,0,0,0,474,,3,0,Good
Brugge,House,House,634000,,3,280,Installed,No,0,0,0,75,,3,0,As new
Schaerbeek,House,House,650000,,4,210,Installed,No,1,0,44,110,,2,0,Good
Rixensart,House,Villa,650000,,5,175,USA installed,No,0,0,1400,1686,130,3,0,Good
Erps-Kwerps,House,Villa,711000,,6,280,Installed,No,0,0,1088,1267,,4,0,As new
Wemmel,House,House,745000,,5,287,Hyper equipped,No,0,0,510,661,661,4,0,As new
Woluwe-Saint-Pierre,House,House,750000,,5,260,Installed,No,0,0,0,110,305,2,0,Good
Woluwe-Saint-Pierre,House,Apartment block,750000,,5,260,Installed,No,0,0,0,110,305,2,0,Good
Bertem,House,Exceptional property,845000,,4,400,USA hyper equipped,No,0,0,1500,1869,240,4,0,Good
Bachte-Maria-Leerne,House,House,856000,,4,492,Not installed,No,1,0,2000,2400,,3,0,To be done up
Braives,House,Exceptional property,980000,,5,500,USA hyper equipped,No,0,0,3000,4240,300,4,0,As new
Schaerbeek,House,Mansion,985000,New price,4,340,Hyper equipped,No,0,0,0,130,,2,0,Good
Woluwe-Saint-Lambert,House,House,995000,,4,200,Installed,No,0,0,550,836,250,3,0,Good
Hoeilaart,House,Exceptional property,1045000,,4,400,Hyper equipped,No,0,0,1000,1408,242,4,0,As new
SAINT-JOSSE-TEN-NOODE,House,Apartment block,1300000,,9,804,USA installed,No,0,0,0,348,,2,0,Good
Ixelles,House,House,1375000,,6,427,Hyper equipped,No,1,0,300,508,,3,0,As new
WOLUWE-SAINT-LAMBERT,House,Mansion,2495000,,6,460,Hyper equipped,No,0,0,0,561,,2,0,As new
Charleroi Roux,House,House,275000,,6,300,Installed,No,0,0,700,850,,3,0,Good
Woluwe-Saint-Pierre,House,House,925000,,4,220,Hyper equipped,No,0,0,300,1176,,3,0,Good
Lasne,House,House,499000,,4,180,USA hyper equipped,No,0,0,250,710,,2,0,Good
Schaerbeek,House,House,1200000,,6,350,Not installed,No,0,0,65,300,,2,0,To renovate
FLÉMALLE-HAUTE,House,House,165000,,3,95,Semi equipped,No,0,0,20,85,,2,0,Good
RUIEN,House,House,325000,,3,300,Installed,No,0,0,0,359,,3,0,Good
Kessel-Lo,House,House,359000,,3,110,Semi equipped,No,0,0,0,297,,,0,Good
Schaerbeek,House,Apartment block,850000,,5,256,,No,0,0,0,180,,2,0,Good
MARIEKERKE,House,House,205000,,4,142,Installed,No,0,0,0,262,,2,0,To renovate
Machelen,House,House,250000,,2,150,Semi equipped,No,0,0,0,160,,2,0,To renovate
Merelbeke,House,House,325000,,3,180,Semi equipped,No,0,0,0,537,,3,0,To renovate
Tubize,House,Mansion,465000,,4,230,USA installed,No,0,0,0,325,,2,0,As new
Antwerp,House,Mansion,1395000,,5,342,Hyper equipped,No,0,0,35,143,,2,0,Just renovated
Oudenaarde,House,House,329000,,3,238,Installed,No,0,0,1233,1394,,4,0,Good
Hoegaarden (Hoksem),House,House,347500,,3,181,USA hyper equipped,No,0,0,1200,1488,130,4,0,Good
Huccorgne,House,House,380000,,6,255,Hyper equipped,No,0,0,200,365,90,3,0,As new
Kortrijk,House,Mansion,349500,,3,240,Installed,No,0,0,0,400,,2,0,Good
STOCKAY,House,House,275000,,3,150,Semi equipped,No,0,0,1000,1112,,4,0,To be done up
Tienen,House,House,335000,,3,159,Installed,No,0,0,60,158,,,0,As new
WARZÉE,House,Farmhouse,449000,,5,363,Semi equipped,No,1,0,0,2450,,,0,Good
Pont-de-Loup,House,House,210000,,2,145,Installed,No,0,0,500,600,,4,0,Good
Selange,House,House,295000,,4,140,Not installed,No,0,0,0,178,,3,0,To renovate
Andenne,House,House,215000,,2,175,Semi equipped,No,0,0,0,1310,,3,0,Good
Mons,House,House,330890,New build,1,110,USA hyper equipped,No,0,0,0,900,2700,4,0,As new
Roosdaal Onze-Lieve-Vrouw-Lombeek,House,House,378950,New build,3,172,USA hyper equipped,No,0,0,120,120,,3,0,As new
Waremme,House,House,280000,,5,235,USA hyper equipped,No,0,0,0,277,113,2,0,Good
Harelbeke,House,House,290000,,3,165,USA installed,No,0,0,320,423,100,3,0,As new
Zwevegem,House,House,311000,,4,181,Hyper equipped,No,0,0,275,497,,2,0,Good
Evere,House,House,369000,,2,190,Not installed,No,0,0,100,162,60,2,0,To be done up
Waterloo,House,House,550000,,3,141,Hyper equipped,No,0,0,0,785,,4,0,As new
LAUWE,House,House,229000,,4,170,Installed,No,0,0,0,190,,2,0,Good
Ooigem,House,House,325000,,3,150,,No,0,0,0,303,,3,0,Just renovated
Nivelles,House,House,495000,New price,3,184,Hyper equipped,No,1,0,3000,3910,,3,0,As new
Pont-à-Celles,House,House,495000,,3,184,Hyper equipped,No,1,0,3000,3910,,3,0,As new
Sint-Andries,House,House,495000,,4,280,Installed,No,0,0,0,551,,2,0,As new
Arlon,House,House,,New price,3,166,Installed,No,0,0,0,459,,2,0,Good
Bruxelles,House,Apartment block,675000,,4,351,Hyper equipped,No,0,0,70,170,,2,0,To be done up
